"Filename, Top_left_lat,Top_left_lon,Bottom_right_lat,Bottom_right_long"
sat_patch_0000.png,24.0844,120.55342,24.082724,120.55683
sat_patch_0001.png,24.0844,120.55683,24.082724,120.56024000000001
sat_patch_0002.png,24.082724,120.55342,24.081048,120.55683
sat_patch_0003.png,24.082724,120.55683,24.081048,120.56024000000001
