Filename,Latitude,Longitude,Altitude,Gimball_Roll,Gimball_Yaw,Gimball_Pitch,Flight_Roll,Flight_Yaw,Flight_Pitch
drone_image_1.png,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
drone_image_2.png,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
drone_image_3.png,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
drone_image_4.png,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
drone_image_5.png,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
drone_image_6.png,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
