Filename,Latitude,Longitude,Altitude,Gimball_Roll,Gimball_Yaw,Gimball_Pitch,Flight_Roll,Flight_Yaw,Flight_Pitch
drone_image_1.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
drone_image_2.jpg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
